Place_ID X Date,target
0OS9LVX X 2020-03-19,48.55746
0OS9LVX X 2020-03-20,49.20286
0OS9LVX X 2020-03-21,71.0176
0OS9LVX X 2020-03-22,49.65753
0OS9LVX X 2020-03-23,56.137047
0OS9LVX X 2020-03-24,54.409893
0OS9LVX X 2020-03-25,54.125107
0OS9LVX X 2020-03-26,53.644005
0OS9LVX X 2020-03-27,46.173344
0OS9LVX X 2020-03-28,48.212627
0OS9LVX X 2020-03-29,64.24236
0OS9LVX X 2020-03-30,58.76705
0OS9LVX X 2020-03-31,84.64392
0OS9LVX X 2020-04-01,60.368668
0OS9LVX X 2020-04-02,53.644993
0OS9LVX X 2020-04-03,88.35275
0OS9LVX X 2020-04-04,87.38732
0Q2LTOG X 2020-01-02,95.62884
0Q2LTOG X 2020-01-03,115.203186
0Q2LTOG X 2020-01-04,104.93497
0Q2LTOG X 2020-01-05,139.90869
0Q2LTOG X 2020-01-06,73.87751
0Q2LTOG X 2020-01-07,86.05963
0Q2LTOG X 2020-01-08,54.720207
0Q2LTOG X 2020-01-09,99.14547
0Q2LTOG X 2020-01-10,96.97421
0Q2LTOG X 2020-01-11,111.76291
0Q2LTOG X 2020-01-12,77.40561
0Q2LTOG X 2020-01-13,52.552483
0Q2LTOG X 2020-01-14,51.93633
0Q2LTOG X 2020-01-15,79.73662
0Q2LTOG X 2020-01-16,89.43919
0Q2LTOG X 2020-01-17,88.75296
0Q2LTOG X 2020-01-18,86.6547
0Q2LTOG X 2020-01-19,164.19113
0Q2LTOG X 2020-01-20,143.75528
0Q2LTOG X 2020-01-21,85.247284
0Q2LTOG X 2020-01-22,128.42998
0Q2LTOG X 2020-01-23,114.923065
0Q2LTOG X 2020-01-24,109.73753
0Q2LTOG X 2020-01-25,125.517525
0Q2LTOG X 2020-01-26,101.33965
0Q2LTOG X 2020-01-27,69.3953
0Q2LTOG X 2020-01-28,64.97687
0Q2LTOG X 2020-01-29,113.27827
0Q2LTOG X 2020-01-30,96.29122
0Q2LTOG X 2020-01-31,120.46333
0Q2LTOG X 2020-02-01,92.95164
0Q2LTOG X 2020-02-02,104.25346
0Q2LTOG X 2020-02-03,78.50935
0Q2LTOG X 2020-02-04,67.793106
0Q2LTOG X 2020-02-05,37.24896
0Q2LTOG X 2020-02-06,74.970375
0Q2LTOG X 2020-02-07,57.689316
0Q2LTOG X 2020-02-08,96.70995
0Q2LTOG X 2020-02-09,69.04401
0Q2LTOG X 2020-02-10,94.125374
0Q2LTOG X 2020-02-11,94.78456
0Q2LTOG X 2020-02-12,88.650764
0Q2LTOG X 2020-02-13,124.70774
0Q2LTOG X 2020-02-14,115.90958
0Q2LTOG X 2020-02-15,77.99676
0Q2LTOG X 2020-02-16,48.87918
0Q2LTOG X 2020-02-17,41.89498
0Q2LTOG X 2020-02-18,57.01595
0Q2LTOG X 2020-02-19,141.50403
0Q2LTOG X 2020-02-20,127.91997
0Q2LTOG X 2020-02-21,125.97363
0Q2LTOG X 2020-02-22,69.077965
0Q2LTOG X 2020-02-23,76.78619
0Q2LTOG X 2020-02-24,99.14079
0Q2LTOG X 2020-02-25,67.635475
0Q2LTOG X 2020-02-26,65.98445
0Q2LTOG X 2020-02-27,80.04392
0Q2LTOG X 2020-02-28,108.35004
0Q2LTOG X 2020-02-29,63.212734
0Q2LTOG X 2020-03-01,56.259544
0Q2LTOG X 2020-03-02,48.95141
0Q2LTOG X 2020-03-03,93.08799
0Q2LTOG X 2020-03-04,71.92131
0Q2LTOG X 2020-03-05,76.53903
0Q2LTOG X 2020-03-06,72.89272
0Q2LTOG X 2020-03-07,116.7376
0Q2LTOG X 2020-03-08,80.098885
0Q2LTOG X 2020-03-09,128.2576
0Q2LTOG X 2020-03-10,109.67879
0Q2LTOG X 2020-03-11,61.62969
0Q2LTOG X 2020-03-12,63.266064
0Q2LTOG X 2020-03-13,48.566574
0Q2LTOG X 2020-03-14,80.47347
0Q2LTOG X 2020-03-15,52.28127
0Q2LTOG X 2020-03-16,57.00625
0Q2LTOG X 2020-03-17,100.804985
0Q2LTOG X 2020-03-18,86.52544
0Q2LTOG X 2020-03-19,62.19889
0Q2LTOG X 2020-03-20,62.70818
0Q2LTOG X 2020-03-21,88.29559
0Q2LTOG X 2020-03-22,41.27867
0Q2LTOG X 2020-03-23,70.27013
0Q2LTOG X 2020-03-24,78.580345
0Q2LTOG X 2020-03-25,92.50904
0Q2LTOG X 2020-03-26,83.08131
0Q2LTOG X 2020-03-27,60.3886
0Q2LTOG X 2020-03-28,58.827377
0Q2LTOG X 2020-03-29,71.90042
0Q2LTOG X 2020-03-30,88.07626
0Q2LTOG X 2020-03-31,98.26723
0Q2LTOG X 2020-04-01,59.50207
0Q2LTOG X 2020-04-02,78.37388
0Q2LTOG X 2020-04-03,65.65736
0Q2LTOG X 2020-04-04,63.112064
15WCXN1 X 2020-01-02,199.0067
15WCXN1 X 2020-01-03,195.1332
15WCXN1 X 2020-01-04,174.0675
15WCXN1 X 2020-01-05,191.80576
15WCXN1 X 2020-01-06,154.07565
15WCXN1 X 2020-01-07,142.7881
15WCXN1 X 2020-01-08,133.33266
15WCXN1 X 2020-01-09,194.65816
15WCXN1 X 2020-01-10,226.72282
15WCXN1 X 2020-01-11,231.19954
15WCXN1 X 2020-01-12,182.97092
15WCXN1 X 2020-01-13,150.12619
15WCXN1 X 2020-01-14,133.23969
15WCXN1 X 2020-01-15,178.27591
15WCXN1 X 2020-01-16,176.65918
15WCXN1 X 2020-01-17,189.77203
15WCXN1 X 2020-01-18,181.31934
15WCXN1 X 2020-01-19,62.21401
15WCXN1 X 2020-01-20,87.20551
15WCXN1 X 2020-01-21,117.152504
15WCXN1 X 2020-01-22,230.74971
15WCXN1 X 2020-01-23,93.93603
15WCXN1 X 2020-01-24,78.546326
15WCXN1 X 2020-01-25,154.1215
15WCXN1 X 2020-01-26,150.33427
15WCXN1 X 2020-01-27,149.37941
15WCXN1 X 2020-01-28,166.33595
15WCXN1 X 2020-01-29,145.37468
15WCXN1 X 2020-01-30,101.095215
15WCXN1 X 2020-01-31,140.78104
15WCXN1 X 2020-02-01,122.93841
15WCXN1 X 2020-02-02,113.70186
15WCXN1 X 2020-02-03,129.37747
15WCXN1 X 2020-02-04,54.642723
15WCXN1 X 2020-02-05,69.896706
15WCXN1 X 2020-02-06,137.09529
15WCXN1 X 2020-02-07,133.62903
15WCXN1 X 2020-02-08,132.76454
15WCXN1 X 2020-02-09,136.90414
15WCXN1 X 2020-02-10,168.14131
15WCXN1 X 2020-02-11,156.63171
15WCXN1 X 2020-02-12,115.48936
15WCXN1 X 2020-02-13,136.38716
15WCXN1 X 2020-02-14,72.32837
15WCXN1 X 2020-02-15,92.697914
15WCXN1 X 2020-02-16,73.48359
15WCXN1 X 2020-02-17,94.64248
15WCXN1 X 2020-02-18,148.20639
15WCXN1 X 2020-02-19,119.99177
15WCXN1 X 2020-02-20,123.81711
15WCXN1 X 2020-02-21,99.16544
15WCXN1 X 2020-02-22,114.36569
15WCXN1 X 2020-02-23,140.07481
15WCXN1 X 2020-02-24,103.03352
15WCXN1 X 2020-02-25,63.548508
15WCXN1 X 2020-02-26,39.648125
15WCXN1 X 2020-02-27,122.90415
15WCXN1 X 2020-02-28,68.056564
15WCXN1 X 2020-02-29,71.08838
15WCXN1 X 2020-03-01,72.36988
15WCXN1 X 2020-03-02,72.6141
15WCXN1 X 2020-03-03,141.54073
15WCXN1 X 2020-03-04,127.34239
15WCXN1 X 2020-03-05,151.23315
15WCXN1 X 2020-03-06,175.54353
15WCXN1 X 2020-03-07,140.29033
15WCXN1 X 2020-03-08,152.40453
15WCXN1 X 2020-03-09,103.83706
15WCXN1 X 2020-03-10,111.137566
15WCXN1 X 2020-03-11,94.62939
15WCXN1 X 2020-03-12,70.842155
15WCXN1 X 2020-03-13,77.29251
15WCXN1 X 2020-03-14,112.95594
15WCXN1 X 2020-03-15,52.231396
15WCXN1 X 2020-03-16,76.583244
15WCXN1 X 2020-03-17,86.764786
15WCXN1 X 2020-03-18,127.90324
15WCXN1 X 2020-03-19,52.23663
15WCXN1 X 2020-03-20,119.86262
15WCXN1 X 2020-03-21,82.62876
15WCXN1 X 2020-03-22,121.44613
15WCXN1 X 2020-03-23,45.602333
15WCXN1 X 2020-03-24,108.76496
15WCXN1 X 2020-03-25,125.30515
15WCXN1 X 2020-03-26,72.37829
15WCXN1 X 2020-03-27,39.035614
15WCXN1 X 2020-03-28,67.50333
15WCXN1 X 2020-03-29,114.927155
15WCXN1 X 2020-03-30,147.23854
15WCXN1 X 2020-03-31,123.83401
15WCXN1 X 2020-04-01,57.025757
15WCXN1 X 2020-04-02,111.7949
15WCXN1 X 2020-04-03,74.293976
15WCXN1 X 2020-04-04,52.73048
19090SM X 2020-01-02,128.30608
19090SM X 2020-01-03,108.01675
19090SM X 2020-01-04,104.21556
19090SM X 2020-01-05,106.93333
19090SM X 2020-01-06,86.226036
19090SM X 2020-01-07,85.41037
19090SM X 2020-01-08,40.733944
19090SM X 2020-01-09,133.75337
19090SM X 2020-01-10,120.716095
19090SM X 2020-01-11,87.22043
19090SM X 2020-01-12,72.258194
19090SM X 2020-01-13,114.2846
19090SM X 2020-01-14,127.30758
19090SM X 2020-01-15,69.86995
19090SM X 2020-01-16,93.16315
19090SM X 2020-01-17,66.45419
19090SM X 2020-01-18,79.65009
19090SM X 2020-01-19,128.17493
19090SM X 2020-01-20,150.31908
19090SM X 2020-01-21,94.68132
19090SM X 2020-01-22,92.28528
19090SM X 2020-01-23,154.94893
19090SM X 2020-02-18,118.7079
19090SM X 2020-02-19,72.83935
19090SM X 2020-02-20,66.25428
19090SM X 2020-02-21,104.81534
19090SM X 2020-02-22,80.66187
19090SM X 2020-02-23,96.906395
19090SM X 2020-02-24,57.57825
19090SM X 2020-02-25,77.59115
19090SM X 2020-02-26,79.30475
19090SM X 2020-02-27,107.694496
19090SM X 2020-02-28,121.194244
19090SM X 2020-02-29,109.16667
19090SM X 2020-03-01,69.44941
19090SM X 2020-03-02,50.4207
19090SM X 2020-03-03,74.39107
19090SM X 2020-03-04,105.845764
19090SM X 2020-03-05,62.905533
19090SM X 2020-03-06,49.050125
19090SM X 2020-03-07,55.467144
19090SM X 2020-03-08,71.320656
19090SM X 2020-03-09,70.25385
19090SM X 2020-03-10,94.57453
19090SM X 2020-03-11,58.143295
19090SM X 2020-03-12,75.72363
19090SM X 2020-03-13,58.99076
19090SM X 2020-03-14,74.50332
19090SM X 2020-03-15,96.55136
19090SM X 2020-03-16,110.5705
19090SM X 2020-03-17,84.11219
19090SM X 2020-03-18,57.454216
19090SM X 2020-03-19,67.47341
19090SM X 2020-03-20,68.99382
19090SM X 2020-03-21,40.565598
19090SM X 2020-03-22,49.19034
19090SM X 2020-03-23,55.558563
19090SM X 2020-03-24,75.34373
19090SM X 2020-03-25,55.85204
19090SM X 2020-03-26,57.913506
19090SM X 2020-03-27,48.02087
19090SM X 2020-03-28,35.42203
19090SM X 2020-03-29,41.84259
19090SM X 2020-03-30,69.57743
19090SM X 2020-03-31,62.334988
19090SM X 2020-04-01,69.898315
19090SM X 2020-04-02,53.301132
19090SM X 2020-04-03,57.84304
19090SM X 2020-04-04,43.420338
1BD5TVT X 2020-01-02,73.46795
1BD5TVT X 2020-01-03,54.28664
1BD5TVT X 2020-01-04,77.022675
1BD5TVT X 2020-01-05,75.82528
1BD5TVT X 2020-01-06,73.67188
1BD5TVT X 2020-01-07,76.41391
1BD5TVT X 2020-01-08,69.182335
1BD5TVT X 2020-01-09,93.147865
1BD5TVT X 2020-01-10,61.546913
1BD5TVT X 2020-01-11,80.43723
1BD5TVT X 2020-01-12,68.593
1BD5TVT X 2020-01-13,88.660675
1BD5TVT X 2020-01-14,87.72587
1BD5TVT X 2020-01-15,45.268604
1BD5TVT X 2020-01-16,79.55349
1BD5TVT X 2020-01-17,93.504524
1BD5TVT X 2020-01-18,80.81137
1BD5TVT X 2020-01-19,74.21
1BD5TVT X 2020-01-20,93.18377
1BD5TVT X 2020-01-21,129.29124
1BD5TVT X 2020-01-22,80.055786
1BD5TVT X 2020-01-23,77.15573
1BD5TVT X 2020-01-24,53.314392
1BD5TVT X 2020-01-25,51.663433
1BD5TVT X 2020-01-26,92.89087
1BD5TVT X 2020-01-27,84.34034
1BD5TVT X 2020-01-28,54.722992
1BD5TVT X 2020-01-29,78.933495
1BD5TVT X 2020-01-30,129.12283
1BD5TVT X 2020-01-31,119.2343
1BD5TVT X 2020-02-01,120.42756
1BD5TVT X 2020-02-02,101.65877
1BD5TVT X 2020-02-03,78.729744
1BD5TVT X 2020-02-04,53.601345
1BD5TVT X 2020-02-05,80.503845
1BD5TVT X 2020-02-06,112.51051
1BD5TVT X 2020-02-07,78.13135
1BD5TVT X 2020-02-08,92.83355
1BD5TVT X 2020-02-09,65.244835
1BD5TVT X 2020-02-10,91.91017
1BD5TVT X 2020-02-11,83.758255
1BD5TVT X 2020-02-12,69.450615
1BD5TVT X 2020-02-13,65.57627
1BD5TVT X 2020-02-14,69.42389
1BD5TVT X 2020-02-15,48.516907
1BD5TVT X 2020-02-16,57.957283
1BD5TVT X 2020-02-17,76.44068
1BD5TVT X 2020-02-18,96.65217
1BD5TVT X 2020-02-19,106.55622
1BD5TVT X 2020-02-20,98.06689
1BD5TVT X 2020-02-21,89.70974
1BD5TVT X 2020-02-22,87.23245
1BD5TVT X 2020-02-23,105.83136
1BD5TVT X 2020-02-24,67.666336
1BD5TVT X 2020-02-25,64.8815
1BD5TVT X 2020-02-26,84.45288
1BD5TVT X 2020-02-27,65.41669
1BD5TVT X 2020-02-28,85.95981
1BD5TVT X 2020-02-29,66.40401
1BD5TVT X 2020-03-01,58.64135
1BD5TVT X 2020-03-02,63.514687
1BD5TVT X 2020-03-03,68.1579
1BD5TVT X 2020-03-04,74.51316
1BD5TVT X 2020-03-05,103.360344
1BD5TVT X 2020-03-06,119.46111
1BD5TVT X 2020-03-07,117.20104
1BD5TVT X 2020-03-08,94.48563
1BD5TVT X 2020-03-09,90.39264
1BD5TVT X 2020-03-10,64.53091
1BD5TVT X 2020-03-11,79.82742
1BD5TVT X 2020-03-12,89.05416
1BD5TVT X 2020-03-13,88.2222
1BD5TVT X 2020-03-14,54.449013
1BD5TVT X 2020-03-15,80.34192
1BD5TVT X 2020-03-16,72.76075
1BD5TVT X 2020-03-17,62.8381
1BD5TVT X 2020-03-18,53.2318
1BD5TVT X 2020-03-19,61.000313
1BD5TVT X 2020-03-20,112.57681
1BD5TVT X 2020-03-21,95.90642
1BD5TVT X 2020-03-22,55.213356
1BD5TVT X 2020-03-23,82.595764
1BD5TVT X 2020-03-24,63.848248
1BD5TVT X 2020-03-25,59.68332
1BD5TVT X 2020-03-26,68.187935
1BD5TVT X 2020-03-27,77.61326
1BD5TVT X 2020-03-28,35.597927
1BD5TVT X 2020-03-29,50.01696
1BD5TVT X 2020-03-30,32.307808
1BD5TVT X 2020-03-31,59.7632
1BD5TVT X 2020-04-01,71.51183
1BD5TVT X 2020-04-02,46.185753
1BD5TVT X 2020-04-03,87.97497
1BD5TVT X 2020-04-04,34.763966
1JJE0UY X 2020-01-02,33.37371
1JJE0UY X 2020-01-03,30.346102
1JJE0UY X 2020-01-04,32.76683
1JJE0UY X 2020-01-05,37.770283
1JJE0UY X 2020-01-06,18.207155
1JJE0UY X 2020-01-07,25.891937
1JJE0UY X 2020-01-08,25.863173
1JJE0UY X 2020-01-09,15.972009
1JJE0UY X 2020-01-10,36.24109
1JJE0UY X 2020-01-11,17.434755
1JJE0UY X 2020-01-12,24.061323
1JJE0UY X 2020-01-13,31.32826
1JJE0UY X 2020-01-14,28.896935
1JJE0UY X 2020-01-15,34.956245
1JJE0UY X 2020-01-16,49.505325
1JJE0UY X 2020-01-17,29.695112
1JJE0UY X 2020-01-18,50.162605
1JJE0UY X 2020-01-19,68.34932
1JJE0UY X 2020-01-20,71.46495
1JJE0UY X 2020-01-21,75.13459
1JJE0UY X 2020-01-22,58.901573
1JJE0UY X 2020-01-23,63.812668
1JJE0UY X 2020-01-24,57.18629
1JJE0UY X 2020-01-25,34.39757
1JJE0UY X 2020-01-26,27.860334
1JJE0UY X 2020-01-27,21.338428
1JJE0UY X 2020-01-28,11.2188635
1JJE0UY X 2020-01-29,15.87732
1JJE0UY X 2020-01-30,9.252523
1JJE0UY X 2020-01-31,24.591206
1JJE0UY X 2020-02-01,29.18563
1JJE0UY X 2020-02-02,32.092644
1JJE0UY X 2020-02-03,21.62601
1JJE0UY X 2020-02-04,38.53723
1JJE0UY X 2020-02-05,72.98353
1JJE0UY X 2020-02-06,62.31664
1JJE0UY X 2020-02-07,75.51783
1JJE0UY X 2020-02-08,24.846733
1JJE0UY X 2020-02-09,24.986322
1JJE0UY X 2020-02-10,21.17436
1JJE0UY X 2020-02-11,27.489744
1JJE0UY X 2020-02-12,30.999811
1JJE0UY X 2020-02-13,28.607489
1JJE0UY X 2020-02-14,64.10988
1JJE0UY X 2020-02-15,45.440826
1JJE0UY X 2020-02-16,27.95765
1JJE0UY X 2020-02-17,28.958387
1JJE0UY X 2020-02-18,27.493555
1JJE0UY X 2020-02-19,24.6878
1JJE0UY X 2020-02-20,22.657152
1JJE0UY X 2020-02-21,38.783188
1JJE0UY X 2020-02-22,25.00383
1JJE0UY X 2020-02-23,31.806765
1JJE0UY X 2020-02-24,55.76016
1JJE0UY X 2020-02-25,31.373571
1JJE0UY X 2020-02-26,29.769182
1JJE0UY X 2020-02-27,34.722588
1JJE0UY X 2020-02-28,32.806942
1JJE0UY X 2020-02-29,31.44963
1JJE0UY X 2020-03-01,20.04496
1JJE0UY X 2020-03-02,35.347008
1JJE0UY X 2020-03-03,19.106747
1JJE0UY X 2020-03-04,25.655409
1JJE0UY X 2020-03-05,41.569122
1JJE0UY X 2020-03-06,35.938877
1JJE0UY X 2020-03-07,34.275837
1JJE0UY X 2020-03-08,24.970984
1JJE0UY X 2020-03-09,30.405277
1JJE0UY X 2020-03-10,24.09933
1JJE0UY X 2020-03-11,43.072456
1JJE0UY X 2020-03-12,19.927181
1JJE0UY X 2020-03-13,33.503788
1JJE0UY X 2020-03-14,37.58307
1JJE0UY X 2020-03-15,35.86611
1JJE0UY X 2020-03-16,40.17451
1JJE0UY X 2020-03-17,22.114735
1JJE0UY X 2020-03-18,21.947493
1JJE0UY X 2020-03-19,35.717983
1JJE0UY X 2020-03-20,35.986824
1JJE0UY X 2020-03-21,39.616386
1JJE0UY X 2020-03-22,39.308853
1JJE0UY X 2020-03-23,45.790436
1JJE0UY X 2020-03-24,73.178085
1JJE0UY X 2020-03-25,57.20661
1JJE0UY X 2020-03-26,63.430527
1JJE0UY X 2020-03-27,75.61416
1JJE0UY X 2020-03-28,23.369825
1JJE0UY X 2020-03-29,32.004375
1JJE0UY X 2020-03-30,17.719072
1JJE0UY X 2020-03-31,20.13192
1JJE0UY X 2020-04-01,43.27084
1JJE0UY X 2020-04-02,28.551888
1JJE0UY X 2020-04-03,28.848236
1JJE0UY X 2020-04-04,28.899723
1PILPB3 X 2020-01-02,71.535904
1PILPB3 X 2020-01-03,77.19922
1PILPB3 X 2020-01-04,62.856693
1PILPB3 X 2020-01-05,108.17973
1PILPB3 X 2020-01-06,90.99194
1PILPB3 X 2020-01-07,50.332928
1PILPB3 X 2020-01-08,46.38643
1PILPB3 X 2020-01-09,84.27919
1PILPB3 X 2020-01-10,44.83104
1PILPB3 X 2020-01-11,85.67148
1PILPB3 X 2020-01-12,58.970238
1PILPB3 X 2020-01-13,44.371037
1PILPB3 X 2020-01-14,51.37919
1PILPB3 X 2020-01-15,53.29187
1PILPB3 X 2020-01-16,64.45173
1PILPB3 X 2020-01-17,60.305805
1PILPB3 X 2020-01-18,67.10059
1PILPB3 X 2020-01-19,70.19565
1PILPB3 X 2020-01-20,76.525276
1PILPB3 X 2020-01-21,62.37959
1PILPB3 X 2020-01-22,73.838806
1PILPB3 X 2020-01-23,88.1603
1PILPB3 X 2020-01-24,51.30867
1PILPB3 X 2020-01-25,44.607197
1PILPB3 X 2020-01-26,54.525986
1PILPB3 X 2020-01-27,28.734566
1PILPB3 X 2020-01-28,38.459316
1PILPB3 X 2020-01-29,41.61074
1PILPB3 X 2020-01-30,33.85277
1PILPB3 X 2020-01-31,40.60222
1PILPB3 X 2020-02-01,48.46442
1PILPB3 X 2020-02-02,117.910576
1PILPB3 X 2020-02-03,88.824524
1PILPB3 X 2020-02-04,107.81714
1PILPB3 X 2020-02-05,40.865074
1PILPB3 X 2020-02-06,70.56071
1PILPB3 X 2020-02-07,110.74803
1PILPB3 X 2020-02-08,53.523483
1PILPB3 X 2020-02-09,93.08044
1PILPB3 X 2020-02-10,37.847687
1PILPB3 X 2020-02-11,67.08051
1PILPB3 X 2020-02-12,81.47077
1PILPB3 X 2020-02-13,56.477802
1PILPB3 X 2020-02-14,105.05832
1PILPB3 X 2020-02-15,107.90593
1PILPB3 X 2020-02-16,53.83644
1PILPB3 X 2020-02-17,67.44034
1PILPB3 X 2020-02-18,64.670334
1PILPB3 X 2020-02-19,46.94518
1PILPB3 X 2020-02-20,61.63347
1PILPB3 X 2020-02-21,79.68183
1PILPB3 X 2020-02-22,76.252716
1PILPB3 X 2020-02-23,64.87558
1PILPB3 X 2020-02-24,37.934795
1PILPB3 X 2020-02-25,93.45699
1PILPB3 X 2020-02-26,49.796906
1PILPB3 X 2020-02-27,60.868465
1PILPB3 X 2020-02-28,61.655888
1PILPB3 X 2020-02-29,57.892326
1PILPB3 X 2020-03-01,80.33981
1PILPB3 X 2020-03-02,64.2293
1PILPB3 X 2020-03-03,69.99026
1PILPB3 X 2020-03-04,68.829475
1PILPB3 X 2020-03-05,64.98885
1PILPB3 X 2020-03-06,78.35644
1PILPB3 X 2020-03-07,47.51941
1PILPB3 X 2020-03-08,22.323658
1PILPB3 X 2020-03-09,74.3608
1PILPB3 X 2020-03-10,63.85572
1PILPB3 X 2020-03-11,40.959633
1PILPB3 X 2020-03-12,63.565834
1PILPB3 X 2020-03-13,80.447945
1PILPB3 X 2020-03-14,49.58032
1PILPB3 X 2020-03-15,60.069614
1PILPB3 X 2020-03-16,32.527218
1PILPB3 X 2020-03-17,80.20274
1PILPB3 X 2020-03-18,110.01085
1PILPB3 X 2020-03-19,70.13799
1PILPB3 X 2020-03-20,31.81832
1PILPB3 X 2020-03-21,73.03768
1PILPB3 X 2020-03-22,73.392044
1PILPB3 X 2020-03-23,69.57016
1PILPB3 X 2020-03-24,89.66271
1PILPB3 X 2020-03-25,90.327415
1PILPB3 X 2020-03-26,73.17453
1PILPB3 X 2020-03-27,60.37878
1PILPB3 X 2020-03-28,44.973656
1PILPB3 X 2020-03-29,56.554123
1PILPB3 X 2020-03-30,80.880394
1PILPB3 X 2020-03-31,51.662502
1PILPB3 X 2020-04-01,65.66861
1PILPB3 X 2020-04-02,55.173416
1PILPB3 X 2020-04-03,72.08826
1PILPB3 X 2020-04-04,70.1903
1WV2OIN X 2020-01-02,100.57604
1WV2OIN X 2020-01-03,108.4349
1WV2OIN X 2020-01-04,110.89048
1WV2OIN X 2020-01-05,108.192245
1WV2OIN X 2020-01-06,89.02073
1WV2OIN X 2020-01-07,88.10229
1WV2OIN X 2020-01-08,104.39733
1WV2OIN X 2020-01-09,91.45814
1WV2OIN X 2020-01-10,100.0303
1WV2OIN X 2020-01-11,79.23211
1WV2OIN X 2020-01-12,80.16886
1WV2OIN X 2020-01-13,124.68207
1WV2OIN X 2020-01-14,118.96444
1WV2OIN X 2020-01-15,70.291626
1WV2OIN X 2020-01-16,103.5719
1WV2OIN X 2020-01-17,104.11619
1WV2OIN X 2020-01-18,63.527077
1WV2OIN X 2020-01-19,64.46778
1WV2OIN X 2020-01-20,87.02873
1WV2OIN X 2020-01-21,56.12584
1WV2OIN X 2020-01-22,87.508965
1WV2OIN X 2020-01-23,82.75308
1WV2OIN X 2020-01-24,71.47575
1WV2OIN X 2020-01-25,77.12779
1WV2OIN X 2020-01-26,67.348175
1WV2OIN X 2020-01-27,116.312904
1WV2OIN X 2020-01-28,91.35445
1WV2OIN X 2020-01-29,129.77327
1WV2OIN X 2020-01-30,97.44456
1WV2OIN X 2020-01-31,102.68621
1WV2OIN X 2020-02-01,87.58375
1WV2OIN X 2020-02-02,105.54284
1WV2OIN X 2020-02-03,97.97781
1WV2OIN X 2020-02-04,60.795513
1WV2OIN X 2020-02-05,97.395836
1WV2OIN X 2020-02-06,100.12512
1WV2OIN X 2020-02-07,100.517296
1WV2OIN X 2020-02-08,76.33783
